,Unnamed: 0,npo02__LastCloseDate__c,npo02__FirstCloseDate__c,AccountNumber,Id,npo02__LastOppAmount__c,npo02__OppAmountThisYear__c,npo02__OppAmountLastYear__c,npo02__TotalOppAmount__c,npo02__OppAmount2YearsAgo__c,npo02__NumberOfClosedOpps__c,npo02__LargestAmount__c,npo02__SmallestAmount__c,npo02__AverageAmount__c,Total_Gifts_This_Year_as_of_Last_Year__c,Account Record Type,First_Gift_Year__c,Last_Close_Month,AccountId,amount_min,amount_max,amount_mean,start_year,latest_year,first_month,avg_month,latest_month,amount_total,non_zero_counts,this_year_non_zero_counts,this_year_amount_total,this_year_amount_mean,prev_year_non_zero_counts,prev_year_amount_total,prev_year_amount_mean,account_age,dormancy_years,average_total_donation,average_time_between_donation,amount_total_percentiles,non_zero_counts_percentiles,dormancy_years_percentiles,persona,group
755,755,2024-12-14,2025-07-19,NobJAAdnTRvFHyWUoUcAJHKWAihncuvPPaJPeLOd,OlAqzXnnGVBwndrTuAffVQtFWKlZuhtUOxxtLcUs,27265.08,60468.0,74166.44,57888.71,70423.21,85333.88,21287.52,62960.85,72556.19,31.22,watermelon,2025,12,OlAqzXnnGVBwndrTuAffVQtFWKlZuhtUOxxtLcUs,22384.66,22384.66,22384.66,2020.0,2020.0,7.0,7.0,7.0,22384.66,1.0,,,,,,,5.0,5.0,4476.932,0.2,0.18596881959910913,0.4510022271714922,0.839086859688196,Beth,Red
756,756,2025-09-26,2024-07-05,eMYnsqdeTGiGXeFIMYtWhmwUbkMnmYRAgNmJjEZC,eBoHEWWPfwKfFXxuVHvcPpVNTuIXUzbmreEvtMjY,24172.85,78560.67,44903.2,24809.75,9641.35,58589.11,45898.05,44324.67,16356.77,95.2,church,2024,9,eBoHEWWPfwKfFXxuVHvcPpVNTuIXUzbmreEvtMjY,19760.18,19760.18,19760.18,2021.0,2021.0,6.0,6.0,6.0,19760.18,1.0,,,,,,,4.0,4.0,4940.045,0.25,0.15701559020044542,0.4510022271714922,0.7065701559020044,Beth,Red
757,757,2024-03-15,2023-08-08,QEQkxGgJtoLdwptkcvlooWenauuefEUpPVoRBdZW,RZRLUnasNGDEDTAnFReCcEbRRNOzuJDNVUpKUNdT,54632.59,97222.46,99280.66,8967.66,90709.15,51539.34,80502.5,31294.41,97705.88,78.92,zucchini,2023,3,RZRLUnasNGDEDTAnFReCcEbRRNOzuJDNVUpKUNdT,31785.83,55390.39,43588.11,2023.0,2025.0,1.0,6.5,12.0,87176.22,2.0,,,,1.0,55390.39,55390.39,2.0,0.0,43588.11,1.0,0.8229398663697105,0.9454342984409799,0.10523385300668152,Gary,Gold
758,758,2025-08-30,2024-07-23,SkJgpTlQsrlBHgCasFHAOSigvjLcIYObfIJDvSFP,drFEDeyspegjDcBQUXhPiQKHcaYSAhuHeEOlfduQ,70412.44,48472.86,97540.03,84591.94,9259.38,78535.94,18307.61,4197.9,48018.51,64.48,temple,2024,8,,,,,,,,,,,,,,,,,,,,,,,,,,
759,759,2023-10-18,2026-01-01,UUANREBZDcISUnWpyNuqcYzliHqkWlzWsNxzwjZw,HmmApFpJhnocqEpvUjoWgqqSFjzXWJrGMFxBaEgI,92279.19,65926.71,16222.79,50801.48,13208.53,30495.72,75693.95,73946.89,18879.52,89.42,zucchini,2026,10,,,,,,,,,,,,,,,,,,,,,,,,,,
760,760,2025-03-06,2025-07-03,LMiywEjsnZJIpsRKUlnOdvQKfPPWPPwVyQyBVEQf,sofleLeUfJFPbLTlwshwWWqQvXRuWFiUyZSDvLtp,27666.57,16267.09,35149.82,13401.07,63377.81,20557.86,68821.9,49044.48,7619.47,69.77,temple,2025,3,,,,,,,,,,,,,,,,,,,,,,,,,,
761,761,2025-06-01,2025-11-23,rubOecAkASFpaziEUYMhagcBjhLWAtJzlqmVktnM,CTUfDTBgOeJlVonZSCFiOAOUfhykbyOMxZnBiZKq,38377.12,23206.11,75855.11,50970.35,6234.9,29220.74,80854.61,32977.09,84256.7,13.22,xigua,2025,6,CTUfDTBgOeJlVonZSCFiOAOUfhykbyOMxZnBiZKq,4586.85,86793.8,45690.325000000004,2023.0,2024.0,5.0,7.5,10.0,91380.65000000001,2.0,1.0,86793.8,86793.8,1.0,4586.85,4586.85,2.0,1.0,45690.325000000004,1.0,0.8541202672605791,0.9454342984409799,0.26447661469933187,Gary,Gold
762,762,2024-05-29,2024-09-18,MryBObWUAWNCxsVkukQfqByHgYLUMqHEhSRKLHWd,yEhoiaLmlpIbvfGrMPZFFunEKlxTRUnINVmNgsEv,47193.05,88508.88,7513.9,41802.29,88671.46,75841.26,7954.5,61985.87,23275.15,4.43,zucchini,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,,
763,763,2025-03-15,2024-09-06,gWfzwQLZSMaXAGFIVLlshxuUMvlkKjbHSYrhAsJT,TOZuqSMRhfETbhisPElpKyZqyEWFgRHPXnPJUZaw,19105.05,16048.97,44434.45,25292.63,90734.71,43369.86,75584.08,43753.6,36553.88,62.51,zucchini,2024,3,TOZuqSMRhfETbhisPElpKyZqyEWFgRHPXnPJUZaw,29881.07,29881.07,29881.07,2021.0,2021.0,4.0,4.0,4.0,29881.07,1.0,,,,,,,4.0,4.0,7470.2675,0.25,0.2505567928730512,0.4510022271714922,0.7065701559020044,Beth,Red
764,764,2025-07-07,2025-05-03,LwZYmuacqHmizYBKtlDFIWQQvNAKPPCjACCJyMNa,RkkWEShaPnEtjlGKMyMisxnUlkVRUYkinKkVvvYC,95548.3,36429.46,84205.86,38013.02,90838.48,15295.5,85531.27,56656.43,84804.54,45.54,church,2025,7,RkkWEShaPnEtjlGKMyMisxnUlkVRUYkinKkVvvYC,29632.95,29632.95,29632.95,2020.0,2020.0,5.0,5.0,5.0,29632.95,1.0,,,,,,,5.0,5.0,5926.59,0.2,0.24721603563474387,0.4510022271714922,0.839086859688196,Beth,Red
765,765,2023-12-06,2024-11-15,XNaYZjVnXckMbjBFAoGznDNOXDivodamirBCryXr,pVwrVoXNVjngbGPtmOFwYbRUAmZjFGPoyzwHZwSE,84293.82,94859.74,13355.84,95203.82,27052.31,31053.81,46018.85,12815.45,57340.87,96.91,zucchini,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,
766,766,2023-11-28,2025-09-26,dlGiPhcQVbJARqSkGdotDgMhrndwugjdBYdWrtic,EnDEfQSHEBlNFjlErvIgMgoOIdEQadStmZJKtoHY,9540.84,40666.79,50546.24,75436.88,55643.01,62182.88,64525.59,90015.03,50656.76,50.78,temple,2025,11,,,,,,,,,,,,,,,,,,,,,,,,,,
767,767,2025-10-29,2023-12-23,pcZEvtwRUeAdYodeDkqlVeCZtqvZPopXTduBiMJJ,GKheseeoNHEjGOnQajwzEWzZlwzthDyFDGnfgoxt,17519.55,75856.01,34623.19,84816.91,87746.13,70487.66,44352.13,38353.8,8981.32,23.87,watermelon,2023,10,GKheseeoNHEjGOnQajwzEWzZlwzthDyFDGnfgoxt,95249.01,95249.01,95249.01,2019.0,2019.0,10.0,10.0,10.0,95249.01,1.0,,,,,,,6.0,6.0,15874.835,0.16666666666666666,0.8964365256124721,0.4510022271714922,0.9548997772828508,Laura,Purple
768,768,2023-05-05,2024-11-02,oEJrvMwKQllbCVXfWTMarvWWFVdISgUzEwthIygw,AVhnFJxmtaDjSbWyoPAdHFPSILNrAHYrRvosVJie,17793.05,63699.42,87999.47,52636.83,79298.53,98809.85,65458.49,97714.68,67688.88,56.73,Family Church,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,,
769,769,2023-06-16,2023-09-05,NAEpRnzXFNkkhDpvsmOUlRIHXARttBSgPqVYCQet,kAyjAqRjBhjrGFjbQFRWLgSujyLePRYBXPcCUZvp,40867.13,20191.7,54549.93,18695.82,46592.43,252.9,15135.96,55797.84,97861.56,13.9,zucchini,2023,6,kAyjAqRjBhjrGFjbQFRWLgSujyLePRYBXPcCUZvp,90649.94,90649.94,90649.94,2024.0,2024.0,1.0,1.0,1.0,90649.94,1.0,1.0,90649.94,90649.94,,,,1.0,1.0,90649.94,1.0,0.8474387527839644,0.4510022271714922,0.26447661469933187,Gary,Gold
770,770,2024-10-06,2024-12-02,XKMNrdHQvRiktuToqWhZSXEgaBRldfSjirRpDDcj,KnYvPfuyyqWzaqUEvEvLGtPsoUIwzHUnHuDMvsPq,13986.01,12552.08,41542.5,39091.87,68942.28,78450.69,59229.97,20392.16,213.61,56.85,religious institution,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,
771,771,2023-10-10,2024-02-28,tAnQDAfBvYhlIXOEAXRhJGINszdUhtSDBhDWIxkf,DTaAademlYlwUuhLKvogVubZtKgzuDyJKSJKpVxo,3710.49,30945.58,19016.76,45669.7,10946.07,77737.31,35153.05,80807.04,92153.81,23.04,church,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,
772,772,2026-01-24,2024-10-11,dSLJlqUdOFrGQOVbNuZOmdPVYrYdsffoSzTVSipG,qQtkKxgqpxMaGtKMQZaYcJmFYHcSuEmxhYKJYXMM,93464.22,70112.22,13941.59,5979.61,33653.11,13272.45,12898.44,21091.04,22608.14,82.31,Family Church,2024,1,qQtkKxgqpxMaGtKMQZaYcJmFYHcSuEmxhYKJYXMM,97600.62,97600.62,97600.62,2020.0,2020.0,11.0,11.0,11.0,97600.62,1.0,,,,,,,5.0,5.0,19520.124,0.2,0.920935412026726,0.4510022271714922,0.839086859688196,Laura,Purple
773,773,2025-09-10,2024-05-02,CVxBAtEdecAUSYACLmoaWWzIzGMQsUgapuIDdNlW,qMObpXVuCXomYuKJKHofcKWOXoFIXgzbBRIUYBZG,32142.42,2678.3,94982.96,36124.53,84411.07,73518.67,25292.59,42061.3,83133.33,20.26,watermelon,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,
774,774,2026-02-22,2025-11-11,CDQqtDQYNUngakMXAIrxiQPttFVxKuEqHvVRCOsC,opEnsgmhxWgZZdgCHqHZQvDIRkpSEZfrBpbOXzaZ,58728.87,29778.89,42348.0,28082.16,65894.72,25500.8,58635.13,37022.52,65146.89,74.74,xigua,2025,2,opEnsgmhxWgZZdgCHqHZQvDIRkpSEZfrBpbOXzaZ,21057.53,21057.53,21057.53,2019.0,2019.0,7.0,7.0,7.0,21057.53,1.0,,,,,,,6.0,6.0,3509.588333333333,0.16666666666666666,0.1714922048997773,0.4510022271714922,0.9548997772828508,Beth,Red
775,775,2024-02-21,2025-12-19,BMuxzqTEMejdddlraaqgWvISqPWTLmpQCDbdfYQI,DFXqrMXjZaHUYcgyqEQdiWHIXcRkdSprhLyqmrmJ,22995.28,65692.68,33868.35,59484.76,72123.08,58667.64,97408.36,20607.2,27019.13,53.17,watermelon,2025,2,DFXqrMXjZaHUYcgyqEQdiWHIXcRkdSprhLyqmrmJ,17759.51,45670.4,31714.955,2021.0,2025.0,2.0,5.0,8.0,63429.91,2.0,,,,,,,4.0,0.0,15857.4775,0.5,0.5902004454342984,0.9454342984409799,0.10523385300668152,Ryan,Green
776,776,2024-11-06,2024-04-12,eVZXzpdjfOJXNyqcBxCZWaocZuQYOlbuxrrFKlrt,bhoPgHLlkiPgcTboNdMdZGaJVbGwDZSFdsAYFbmY,82509.91,82049.88,71900.47,72569.28,298.47,10450.75,25349.71,83481.43,6475.23,64.81,church,2024,11,,,,,,,,,,,,,,,,,,,,,,,,,,
777,777,2023-08-16,2023-07-10,VyiRLHcuOfBmBIEQloBkQXHGrdmFUapQATLXXhZH,ywYyjwgzMEOTvyiggUTYaCLyQcCcRbjqjLzzmOrv,69909.78,59884.74,66523.86,63362.46,19313.45,21089.85,41708.37,32560.55,28790.35,5.15,yellow passion fruit,2023,8,,,,,,,,,,,,,,,,,,,,,,,,,,
778,778,2025-04-06,2023-12-02,IArraZgIEanrzIZyUknMjISwRrjHXQoIsSUimOtV,VVXYFcSfiUIofYwZRHOwPwEtetIUdFpnJczxscOm,80473.07,95389.26,47293.58,26697.69,88400.47,5566.67,35536.16,23181.85,91976.65,40.47,church,2023,4,,,,,,,,,,,,,,,,,,,,,,,,,,
779,779,2025-03-23,2024-10-22,QzcCnrvfemEBrPshSehXzoTFicVlxCPbordirBkK,JDuyZpTEFgQSDSsWJfnApeiPZcJhuTdroesMCuak,2624.29,428.03,13303.1,31238.92,41796.52,26799.96,28038.65,33153.43,21538.35,88.86,zucchini,2024,3,,,,,,,,,,,,,,,,,,,,,,,,,,
780,780,2024-07-25,2023-11-03,xPjSsyvqlOLPqmmvHKcpUfFwtrweIrTnZTgyjENZ,cZxmLnsxLEhCGqvqFPaJYPeAbwaNExpDgVpaWeJH,95337.54,56423.22,42188.96,79635.96,6935.37,56768.54,8884.66,89587.55,21807.55,13.04,church,2023,7,,,,,,,,,,,,,,,,,,,,,,,,,,
781,781,2024-04-05,2025-02-22,hIrmwbTqDIwmLYeQRnSPlCrPRqtjLqkoFRkwXLTI,ttCLoKVMnTapEZEzbDxqwsBCqDvQigxhGrtJHemZ,97564.28,66108.79,6038.58,24910.47,53320.53,91341.16,27726.02,97742.29,55922.25,20.21,watermelon,2025,4,,,,,,,,,,,,,,,,,,,,,,,,,,
782,782,2024-12-04,2026-02-28,dSbMmMnYgGkmAtuWfWPqncjEoBwdmZAGVaDHqQql,jSdzWYXqTquHBIghIGxHIEjlwDAVwoxswKKfWNor,42260.69,96845.86,77025.68,38936.03,64109.24,6095.81,93729.52,68883.99,71076.62,27.57,watermelon,2026,12,,,,,,,,,,,,,,,,,,,,,,,,,,
783,783,2025-09-06,2023-08-05,enUdVUOXoSwsdxyUPxUjASjyoBFsXIpaJootfBAl,fzLjQjJrTmVzYsBJxwkdCzxYSHWgjhOQfbOPWABC,64381.08,41304.15,62320.71,1185.88,98080.79,21989.66,65503.37,84828.59,43639.75,56.97,church,2023,9,fzLjQjJrTmVzYsBJxwkdCzxYSHWgjhOQfbOPWABC,35116.74,35116.74,35116.74,2024.0,2024.0,5.0,5.0,5.0,35116.74,1.0,1.0,35116.74,35116.74,,,,1.0,1.0,35116.74,1.0,0.30846325167037864,0.4510022271714922,0.26447661469933187,Yara,Light Blue
784,784,2024-05-13,2024-06-19,HOXBfIVPWEtmsUBpuLNFCnhrXXkTpVexuSLZQtfN,GjhOPVfNIHUoNfUHnrgsdjmrrBZSdpLIPiLloiDP,78340.54,46402.0,12023.86,43172.59,39042.83,218.2,87845.69,95655.72,74946.74,36.18,Family,2024,5,GjhOPVfNIHUoNfUHnrgsdjmrrBZSdpLIPiLloiDP,59363.06,64568.12,61965.59,2020.0,2021.0,3.0,3.5,4.0,123931.18,2.0,,,,,,,5.0,4.0,24786.235999999997,0.4,0.9688195991091314,0.9454342984409799,0.7065701559020044,Laura,Purple
785,785,2023-03-22,2023-08-22,ciLashxxPfQWFJNrRKtOdqHimCpoCoKRGFWsCusQ,gwTkoSjOHcYiPURZHvaseWpWyFcESTPVThJIfIGE,38897.98,24280.25,88875.5,99816.44,97127.27,42769.14,76901.3,84667.92,36317.21,27.92,zucchini,2023,3,gwTkoSjOHcYiPURZHvaseWpWyFcESTPVThJIfIGE,24731.26,24731.26,24731.26,2021.0,2021.0,2.0,2.0,2.0,24731.26,1.0,,,,,,,4.0,4.0,6182.815,0.25,0.20935412026726058,0.4510022271714922,0.7065701559020044,Beth,Red
786,786,2024-06-17,2025-12-03,IpNfhiDnrEXxCWknAynCmZlztCihfsFSUOTknIGD,dvNMALbAHauRflHgvVLUyzDZcXGFMUNVLxbrTRFG,62230.87,49198.85,77477.85,77137.22,7915.92,96679.97,14197.99,90025.09,58264.12,65.73,religious institution,2025,6,dvNMALbAHauRflHgvVLUyzDZcXGFMUNVLxbrTRFG,50388.93,50388.93,50388.93,2020.0,2020.0,1.0,1.0,1.0,50388.93,1.0,,,,,,,5.0,5.0,10077.786,0.2,0.4610244988864143,0.4510022271714922,0.839086859688196,Peter,Orange
787,787,2025-07-08,2025-05-31,OPrBIOprtmeWcJnqYyJnmyaXVlhBmtbwYwMWRjtV,STRyWEiOArziLqucuoArwIVUvCWaiIRiaZTxhNPF,53634.17,13219.49,36027.13,35349.22,58401.47,99529.82,27515.99,27543.85,32102.01,47.43,xigua,2025,7,,,,,,,,,,,,,,,,,,,,,,,,,,
788,788,2024-10-21,2024-07-03,xbSITiRliztVfByrrUWGIEjjEQphdbAZxCMWxhYz,LDdmLgDEVXexMWppfRvEKUTQLsgpSDoZMUKpQlxi,6203.98,21267.12,61531.31,48371.26,89951.86,23499.24,6530.19,37718.85,6310.0,2.73,religious institution,2024,10,LDdmLgDEVXexMWppfRvEKUTQLsgpSDoZMUKpQlxi,12502.43,36998.9,24750.665,2021.0,2025.0,1.0,2.5,4.0,49501.33,2.0,,,,,,,4.0,0.0,12375.3325,0.5,0.4465478841870824,0.9454342984409799,0.10523385300668152,Ryan,Green
789,789,2026-03-03,2023-05-01,AuvgcdjOlaTrnORXaMBrHTZueQgjSIYjBfCAYZYv,pnCJXDlhKyHLLmxRlygeTqlTKuFKANyeAgXZcjmc,32020.6,21035.93,21555.1,90244.21,18572.46,77116.98,5305.94,30426.36,93594.4,84.69,Family Church,2023,3,,,,,,,,,,,,,,,,,,,,,,,,,,
790,790,2025-03-07,2025-09-25,rsaqRnksljiZumgVvfRWhOLioduUnjCXVPMlmFrg,TAQzrJPnGNVZUCLBTFDNdNsLKvnrvIXIUrtVZOYb,7845.52,61781.4,77381.18,99736.24,47211.42,31709.29,57918.54,46207.38,12376.92,38.36,watermelon,2025,3,TAQzrJPnGNVZUCLBTFDNdNsLKvnrvIXIUrtVZOYb,63610.6,63610.6,63610.6,2023.0,2023.0,9.0,9.0,9.0,63610.6,1.0,,,,1.0,63610.6,63610.6,2.0,2.0,31805.3,0.5,0.5935412026726058,0.4510022271714922,0.41648106904231624,Ryan,Green
791,791,2024-10-12,2024-03-11,yKgxcuMivKgcnfPMdDYWGEgmzYFZDYiwbdLbCnYy,kGdiBtCenXvmeLlgGiJbOmzvmeXxtxJCqHdaFokS,75523.4,7003.67,30167.88,38103.2,92769.54,75312.89,99177.19,7551.62,2256.27,1.82,religious institution,2024,10,,,,,,,,,,,,,,,,,,,,,,,,,,
792,792,2023-05-09,2024-02-25,yrREHLdalgVPAIHmaJexFyRCStWUHuyhKRsqADdx,ROZOABWBZuiJPhGkauwjVubUOQXkcJfNmSeSYyfP,38836.45,64996.15,60087.54,68728.24,7745.7,21685.63,39111.48,57174.77,63361.96,11.05,watermelon,2024,5,ROZOABWBZuiJPhGkauwjVubUOQXkcJfNmSeSYyfP,60921.49,60921.49,60921.49,2025.0,2025.0,5.0,5.0,5.0,60921.49,1.0,,,,,,,0.0,0.0,inf,inf,0.5623608017817372,0.4510022271714922,0.10523385300668152,Ryan,Green
793,793,2023-03-28,2025-01-02,fRlSTqwTJKaOvxOLCrnftoIBYSGHNFVibmmsTvFR,ejjSTXXDfyylKtzdTrGZHATKQPjyFPwFKqhLlpwa,97623.43,41007.6,69560.58,52352.9,59210.86,34986.06,67968.85,29310.31,79314.52,2.73,temple,2025,3,,,,,,,,,,,,,,,,,,,,,,,,,,
794,794,2024-01-08,2025-09-25,GzzETTCulQtDjOpGwFwYagwtpiSazozCWvIdvKVE,YitjaUZVFNzaqxvHIxmEUlGKNvFmVfnPumYBbiTS,93931.61,65477.37,48420.02,46486.38,44211.58,10708.71,70843.37,8362.6,6978.63,84.03,zucchini,2025,1,,,,,,,,,,,,,,,,,,,,,,,,,,
795,795,2023-10-17,2023-10-21,eArMGBxzzmYdfLbJonMKgEpfJHsSklbZdkUnwEHZ,jLHkuLPNMSwtmSLvQbnKOCuMyXWuWKVBsKqtZWQI,78636.95,30626.03,94628.71,41434.18,85695.23,68593.0,22539.54,43579.06,52599.6,12.46,Family Church,2023,10,,,,,,,,,,,,,,,,,,,,,,,,,,
796,796,2024-09-21,2024-11-04,AQcmcbGEOxgjRichKUUkYNsPgvjnVHelhkHbWQKq,QXXzpwnayEYtLWqsnmTDoWsQhhGhKwItQGtCTwzI,1206.99,21132.37,64829.48,95684.12,74238.88,81781.8,20645.5,62189.74,69129.56,69.81,Family,2024,9,,,,,,,,,,,,,,,,,,,,,,,,,,
797,797,2025-12-12,2024-03-13,TJxnEHcXOpfMemMrVVfOedmQzpWrejiopYrrBqDm,ihjyTaxxAKsyUJjVeCZqMZgRmCWoHTulLqnLiSPO,53461.45,57205.25,12466.27,79469.51,58473.5,15493.04,49604.3,62031.98,88292.08,63.9,yellow passion fruit,2024,12,ihjyTaxxAKsyUJjVeCZqMZgRmCWoHTulLqnLiSPO,914.63,914.63,914.63,2022.0,2022.0,1.0,1.0,1.0,914.63,1.0,,,,,,,3.0,3.0,304.87666666666667,0.3333333333333333,0.0077951002227171495,0.4510022271714922,0.5662583518930958,Beth,Red
798,798,2024-01-18,2025-01-27,fSNRtaRYexkAtnolxghIcxiVKbdWpybigSTiDkqv,cQtKcuuMPOkAWdgIUxMLlVluYFIwFryewqPfWErZ,17741.98,32950.22,64693.82,56347.71,72862.5,27641.92,39719.99,24949.95,58375.55,23.94,religious institution,2025,1,cQtKcuuMPOkAWdgIUxMLlVluYFIwFryewqPfWErZ,73823.36,73823.36,73823.36,2019.0,2019.0,11.0,11.0,11.0,73823.36,1.0,,,,,,,6.0,6.0,12303.893333333333,0.16666666666666666,0.6915367483296214,0.4510022271714922,0.9548997772828508,Laura,Purple
799,799,2024-05-27,2024-01-13,VQUEAgRirFkdrhdNalTbRJIjcKYiwBnLsXHNWZFv,JKXGXMmFQfDQDQusbeipYhTQhvNZeqfctqXeAfUt,94289.46,69122.23,26887.82,66659.98,73525.6,9633.29,3910.7,35875.22,52365.9,55.72,church,2024,5,JKXGXMmFQfDQDQusbeipYhTQhvNZeqfctqXeAfUt,73332.87,73332.87,73332.87,2025.0,2025.0,6.0,6.0,6.0,73332.87,1.0,,,,,,,0.0,0.0,inf,inf,0.6870824053452116,0.4510022271714922,0.10523385300668152,Gary,Gold
800,800,2025-10-19,2023-06-19,SVfXxoqOriIKEFzKmyeCdHmaBxZtNQkvSAzESuRQ,uTvBpkIrcSLilvPtrBQxFyPLdZLNJXwaOEaehewl,57455.06,10974.32,56623.45,64988.77,78576.23,80240.94,10216.43,95889.89,7495.77,66.38,zucchini,2023,10,uTvBpkIrcSLilvPtrBQxFyPLdZLNJXwaOEaehewl,62515.78,77218.38,69867.08,2025.0,2025.0,1.0,6.0,11.0,139734.16,2.0,,,,,,,0.0,0.0,inf,inf,0.9766146993318485,0.9454342984409799,0.10523385300668152,Gary,Gold
801,801,2024-07-19,2025-12-06,VbcPOEnmlsaNPKorWlQbCXjEXhtSLmEedOIYDwtN,NJeBrgOiAbEylFdLOVCSeySaLwKESJqNTcipbKOX,20069.48,39494.19,5493.83,6980.73,32172.97,24210.86,17674.93,24946.29,78640.76,68.03,Family Church,2025,7,,,,,,,,,,,,,,,,,,,,,,,,,,
802,802,2023-12-24,2024-05-28,LytxBKqtvfVeridkwwNRSGxhzUUSGJHNQXyxuQXD,ffeoOeAcoTxPfFtxLnYmyMqIHdPsvoJMoSkDKxzV,47328.26,21798.47,2621.37,65132.43,73567.97,89405.33,78061.23,13976.38,50441.61,23.46,church,2024,12,,,,,,,,,,,,,,,,,,,,,,,,,,
803,803,2023-09-21,2025-09-04,LdYWMQRHsXCTneIJMGOaLcXqXefDUEvhssfEERTk,qjPsktfWCxeSbNMXaFMnynYfewKOmnSnMuxdHOGM,17119.01,43043.61,71948.57,6588.26,75240.57,41757.45,13003.63,94581.21,52709.51,88.76,watermelon,2025,9,qjPsktfWCxeSbNMXaFMnynYfewKOmnSnMuxdHOGM,7482.02,7482.02,7482.02,2022.0,2022.0,11.0,11.0,11.0,7482.02,1.0,,,,,,,3.0,3.0,2494.0066666666667,0.3333333333333333,0.06347438752783964,0.4510022271714922,0.5662583518930958,Beth,Red
804,804,2024-08-26,2024-04-28,nNNozsbjpuUUHPxWvUqmpjfAENzQjiymExKOPonh,oGmsmQJKfBoghEMUrpivzUqHsREufnbmYUHOzPcR,2056.56,39945.0,64680.56,1526.14,25532.16,67692.53,6489.14,25815.13,61279.7,91.5,watermelon,2024,8,oGmsmQJKfBoghEMUrpivzUqHsREufnbmYUHOzPcR,63824.73,77716.5,70770.615,2021.0,2025.0,2.0,7.0,12.0,141541.23,2.0,,,,,,,4.0,0.0,35385.3075,0.5,0.977728285077951,0.9454342984409799,0.10523385300668152,Gary,Gold
805,805,2026-02-08,2024-05-27,ZYHFAtTQKfrKPUkbgSeRoUmpuUSjBRoKOMUMKznX,dnUjhhhWbRMPStLVzhUFJutncQhsGkIcfbXUgvrz,10490.22,83411.04,26501.9,28836.28,99523.62,73913.83,80138.63,41282.01,24014.07,81.38,temple,2024,2,dnUjhhhWbRMPStLVzhUFJutncQhsGkIcfbXUgvrz,27290.7,27290.7,27290.7,2024.0,2024.0,6.0,6.0,6.0,27290.7,1.0,1.0,27290.7,27290.7,,,,1.0,1.0,27290.7,1.0,0.23051224944320714,0.4510022271714922,0.26447661469933187,Yara,Light Blue
806,806,2025-03-25,2025-02-15,CcdSHArFmIQXNjaiuvppKrwnVEQnxkLqtYjdVidy,HykiSOSwcnQOLTyDMKIwhqvEoCCHphZNwdINGUUp,92150.48,72573.38,1041.71,78018.87,64386.02,20635.04,39472.92,11821.69,58544.68,68.35,Family Church,2025,3,HykiSOSwcnQOLTyDMKIwhqvEoCCHphZNwdINGUUp,61713.46,61713.46,61713.46,2023.0,2023.0,6.0,6.0,6.0,61713.46,1.0,,,,1.0,61713.46,61713.46,2.0,2.0,30856.73,0.5,0.5734966592427617,0.4510022271714922,0.41648106904231624,Ryan,Green
807,807,2024-04-08,2025-11-19,ghTrYDoNpEnWlfigioGhIwSzRlYXZpkAPjVzmGMb,KmIKnaSpOqvzZUMVqCaDYVEbxEcjotqBtaINyFhC,40867.56,59377.81,84257.92,88050.44,72048.3,78275.2,41185.56,17679.29,74899.85,17.69,zucchini,2025,4,,,,,,,,,,,,,,,,,,,,,,,,,,
808,808,2023-05-05,2024-03-25,DsPhYhPxqTwjwNXgDfqcRxtUqOuCuIlHdGkfLErm,OkPsiStryaSpBlLZMqTXDErYEqVbVIzYQwOWqOhF,88374.55,92379.32,78952.75,51245.25,88806.18,31202.62,20644.09,25540.45,33434.52,75.51,temple,2024,5,,,,,,,,,,,,,,,,,,,,,,,,,,
809,809,2024-05-25,2023-05-25,kzFjNJbcQVxRZcfbAcmCQvJATlIGTWHbbLUoMfrN,FLixQEQIsqthcHPdkiwUXuhCBEFLszopqhCHFAOy,98564.67,44233.89,80606.96,60810.0,53898.01,21746.75,76013.3,55396.99,27923.12,94.98,Family,2023,5,,,,,,,,,,,,,,,,,,,,,,,,,,
810,810,2023-11-09,2023-12-16,ZBBKWAswSxSawUkyMrddqnMuLmnSlNunOwCqxAZN,PyvoiyzIYpItfSmHDGQjzoCDCXPXcjhRiezXfENg,14916.27,27462.95,98690.64,12385.57,42832.94,56517.7,60252.87,72513.99,20523.14,24.78,Family Church,2023,11,,,,,,,,,,,,,,,,,,,,,,,,,,
811,811,2024-10-16,2025-12-21,iDzvhPmzMFThpzndjSkKtyneKVFxaVzJMZiJfLKn,EfjterSTmQCcCcIwjCmDiSCqUZGdsqmhAuEPPhqa,42284.54,58635.57,32608.17,78416.17,23255.41,62272.68,19255.56,56838.45,18779.25,26.13,church,2025,10,EfjterSTmQCcCcIwjCmDiSCqUZGdsqmhAuEPPhqa,97160.64,97160.64,97160.64,2025.0,2025.0,8.0,8.0,8.0,97160.64,1.0,,,,,,,0.0,0.0,inf,inf,0.9153674832962138,0.4510022271714922,0.10523385300668152,Gary,Gold
